ano,bimestre,materia,data,texto
2024,3,matematica,7 AGO,"7 AGO
OBJETIVOS DE APRENDIZAGEM 
DO DC-GOEM - (GO-
EMMAT402B) Construir um quadro 
ou tabela simples que relacione as
variáveis de uma função polinomial 
do 2º grau, atribuindo valores para 
a
variável independente e 
determinando o valor da variável 
dependente para
representar geometricamente, no 
plano cartesiano, os pares 
ordenados
obtidos.
OBJETOS DE CONHECIMENTO
DO DC-GOEM - Gráficos de funções
a partir de
transformações no
plano
Atividade de fixação das 
aprendizagem
Resolução de atividades propostas

Conteúdos Planejados
Composição: Ensino Médio Concomitante Intercomplementar à Educação Profissional - Técnico em Desenvolvimento em Web e Cibersegurança     
Serie: 1ª Série
Turma: 1A - 20246
Turno: Matutino
Professor: MARCELO
Escola: CENTRO DE ENSINO EM PERÍODO INTEGRAL PROFESSOR JOAQUIM CARVALHO FERREIRA
Disciplina: MATEMÁTICA
Aula
Expectativas de Aprendizagem
Conteúdos
Metodologia
Avaliação"
2024,3,matematica,8 AGO,"8 AGO
OBJETIVOS DE APRENDIZAGEM 
DO DC-GOEM - (GO-
EMMAT402B) Construir um quadro 
ou tabela simples que relacione as
variáveis de uma função polinomial 
do 2º grau, atribuindo valores para 
a
variável independente e 
determinando o valor da variável 
dependente para
representar geometricamente, no 
plano cartesiano, os pares 
ordenados
obtidos.
OBJETOS DE CONHECIMENTO
DO DC-GOEM - Função polinomial 
do
2º grau
Aula expositiva participativa
Resolução de atividades propostas"
2024,3,matematica,8 AGO,"8 AGO
OBJETIVOS DE APRENDIZAGEM 
DO DC-GOEM - (GO-
EMMAT402A) Identificar uma 
função polinomial do 2º grau a 
partir
de sua representação algébrica, 
observando o grau do polinômio 
que
compõe a função para construir o 
gráfico.
OBJETOS DE CONHECIMENTO
DO DC-GOEM - Função polinomial 
do
2º grau
Atividade de fixação das 
aprendizagem
Resolução de atividades propostas

Conteúdos Planejados
Composição: Ensino Médio Concomitante Intercomplementar à Educação Profissional - Técnico em Desenvolvimento em Web e Cibersegurança     
Serie: 1ª Série
Turma: 1A - 20246
Turno: Matutino
Professor: MARCELO
Escola: CENTRO DE ENSINO EM PERÍODO INTEGRAL PROFESSOR JOAQUIM CARVALHO FERREIRA
Disciplina: MATEMÁTICA
Aula
Expectativas de Aprendizagem
Conteúdos
Metodologia
Avaliação"
2024,3,matematica,8 AGO,"8 AGO
OBJETIVOS DE APRENDIZAGEM 
DO DC-GOEM - (GO-
EMMAT402A) Identificar uma 
função polinomial do 2º grau a 
partir
de sua representação algébrica, 
observando o grau do polinômio 
que
compõe a função para construir o 
gráfico.
OBJETOS DE CONHECIMENTO
DO DC-GOEM - Função polinomial 
do
2º grau
Atividade de fixação das 
aprendizagem
Resolução de atividades propostas"
2024,3,matematica,4 AGO,"4 AGO OBJETIVOS DE APRENDIZAGEM 
DO DC-GOEM - (GO-
EMMAT402A) Identificar uma 
função polinomial do 2º grau a 
partir
de sua representação algébrica, 
observando o grau do polinômio 
que
compõe a função para construir o 
gráfico.
OBJETOS DE CONHECIMENTO
DO DC-GOEM - Função polinomial 
do
2º grau
Atividade de fixação das 
aprendizagem; Aula expositiva 
participativa
Resolução de atividades propostas

Conteúdos Planejados
Composição: Ensino Médio Concomitante Intercomplementar à Educação Profissional - Técnico em Desenvolvimento em Web e Cibersegurança     
Serie: 1ª Série
Turma: 1A - 20246
Turno: Matutino
Professor: MARCELO
Escola: CENTRO DE ENSINO EM PERÍODO INTEGRAL PROFESSOR JOAQUIM CARVALHO FERREIRA
Disciplina: MATEMÁTICA"
2024,1,matematica,5 MAR,"5 MAR
OBJETIVOS DE APRENDIZAGEM 
DO DC-GOEM - (GO-
EMMAT101A) Interpretar dados e 
informações (econômicas,
sociais e fatos relativos às Ciências 
da Natureza) que envolvam a
variação entre grandezas, 
pesquisando e analisando gráficos
(funções e/ou taxas de variação) 
para avaliar situações gerais
relativas ao cotidiano.
OBJETOS DE CONHECIMENTO
DO DC-GOEM - Funções: 
interpretação
de gráficos e de
expressões algébricas.
Aula expositiva e produção de texto 
individual sobre o conteúdo 
proposto. Levantamento dos pontos 
chaves sobre o tema proposto 
escrito no quadro. Resolução de 
situações-problemas de temática 
trabalhada.  Correção das 
atividades no quadro. Vídeo aula 
com Datashow  ou TV.
Produto cartesiano, relações e 
funções (geral de funções).
Participação nas aulas e atividades; 
Lista de exercícios; aferir a capacidade 
de compreensão do conteúdo por meio 
de atividades."
2024,1,matematica,6 MAR,"6 MAR
OBJETIVOS DE APRENDIZAGEM 
DO DC-GOEM - (GO-
EMMAT101A) Interpretar dados e 
informações (econômicas,
sociais e fatos relativos às Ciências 
da Natureza) que envolvam a
variação entre grandezas, 
pesquisando e analisando gráficos
(funções e/ou taxas de variação) 
para avaliar situações gerais
relativas ao cotidiano.
OBJETOS DE CONHECIMENTO
DO DC-GOEM - Funções: 
interpretação
de gráficos e de
expressões algébricas.
Aula expositiva e produção de texto 
individual sobre o conteúdo 
proposto. Levantamento dos pontos 
chaves sobre o tema proposto 
escrito no quadro. Resolução de 
situações-problemas de temática 
trabalhada.  Correção das 
atividades no quadro. Vídeo aula 
com Datashow  ou TV.
Produto cartesiano, relações e 
funções (geral de funções).
Participação nas aulas e atividades; 
Lista de exercícios; aferir a capacidade 
de compreensão do conteúdo por meio 
de atividades.

Conteúdos Planejados
Composição: Ensino Médio Concomitante Intercomplementar à Educação Profissional - Técnico em Desenvolvimento em Web e Cibersegurança     
Serie: 1ª Série
Turma: 1A - 20246
Turno: Matutino
Professor: MARCELO
Escola: CENTRO DE ENSINO EM PERÍODO INTEGRAL PROFESSOR JOAQUIM CARVALHO FERREIRA
Disciplina: MATEMÁTICA
Aula
Expectativas de Aprendizagem
Conteúdos
Metodologia
Avaliação"
2024,1,matematica,7 MAR,"7 MAR
OBJETIVOS DE APRENDIZAGEM 
DO DC-GOEM - (GO-
EMMAT501A) Compreender o 
conceito de função polinomial do 1º
grau, identificando a relação entre 
duas variáveis apresentadas em
textos de origem socioeconômicas 
e/ou de natureza técnico ou
científica, entre outros para resolver 
situações problemas do cotidiano.
OBJETOS DE CONHECIMENTO
DO DC-GOEM - Funções
polinomiais do 1º
grau (função afim,
função linear,
função constante,
função identidade)
Aula expositiva e produção de texto 
individual sobre o conteúdo 
proposto. Levantamento dos pontos 
chaves sobre o tema proposto 
escrito no quadro. Resolução de 
situações-problemas de temática 
trabalhada.  Correção das 
atividades no quadro. Vídeo aula 
com Datashow  ou TV.
Participação nas aulas e atividades; 
Lista de exercícios; aferir a capacidade 
de compreensão do conteúdo por meio 
de atividades."
2024,1,matematica,2 MAR,"2 MAR OBJETIVOS DE APRENDIZAGEM 
DO DC-GOEM - (GO-
EMMAT501A) Compreender o 
conceito de função polinomial do 1º
grau, identificando a relação entre 
duas variáveis apresentadas em
textos de origem socioeconômicas 
e/ou de natureza técnico ou
científica, entre outros para resolver 
situações problemas do cotidiano.
OBJETOS DE CONHECIMENTO
DO DC-GOEM - Funções
polinomiais do 1º
grau (função afim,
função linear,
função constante,
função identidade)
Aula expositiva e produção de texto 
individual sobre o conteúdo 
proposto. Levantamento dos pontos 
chaves sobre o tema proposto 
escrito no quadro. Resolução de 
situações-problemas de temática 
trabalhada.  Correção das 
atividades no quadro. Vídeo aula 
com Datashow  ou TV.
Participação nas aulas e atividades; 
Lista de exercícios; aferir a capacidade 
de compreensão do conteúdo por meio 
de atividades.

Conteúdos Planejados
Composição: Ensino Médio Concomitante Intercomplementar à Educação Profissional - Técnico em Desenvolvimento em Web e Cibersegurança     
Serie: 1ª Série
Turma: 1A - 20246
Turno: Matutino
Professor: MARCELO
Escola: CENTRO DE ENSINO EM PERÍODO INTEGRAL PROFESSOR JOAQUIM CARVALHO FERREIRA
Disciplina: MATEMÁTICA
Aula
Expectativas de Aprendizagem
Conteúdos
Metodologia
Avaliação"
2024,1,matematica,3 MAR,"3 MAR OBJETIVOS DE APRENDIZAGEM 
DO DC-GOEM - (GO-
EMMAT501A) Compreender o 
conceito de função polinomial do 1º
grau, identificando a relação entre 
duas variáveis apresentadas em
textos de origem socioeconômicas 
e/ou de natureza técnico ou
científica, entre outros para resolver 
situações problemas do cotidiano.
OBJETOS DE CONHECIMENTO
DO DC-GOEM - Funções
polinomiais do 1º
grau (função afim,
função linear,
função constante,
função identidade)
Aula expositiva e produção de texto 
individual sobre o conteúdo 
proposto. Levantamento dos pontos 
chaves sobre o tema proposto 
escrito no quadro. Resolução de 
situações-problemas de temática 
trabalhada.  Correção das 
atividades no quadro. Vídeo aula 
com Datashow  ou TV.
Participação nas aulas e atividades; 
Lista de exercícios; aferir a capacidade 
de compreensão do conteúdo por meio 
de atividades."
2024,1,matematica,4 MAR,"4 MAR OBJETIVOS DE APRENDIZAGEM 
DO DC-GOEM - (GO-
EMMAT501A) Compreender o 
conceito de função polinomial do 1º
grau, identificando a relação entre 
duas variáveis apresentadas em
textos de origem socioeconômicas 
e/ou de natureza técnico ou
científica, entre outros para resolver 
situações problemas do cotidiano.
OBJETOS DE CONHECIMENTO
DO DC-GOEM - Funções
polinomiais do 1º
grau (função afim,
função linear,
função constante,
função identidade)
Aula expositiva e produção de texto 
individual sobre o conteúdo 
proposto. Levantamento dos pontos 
chaves sobre o tema proposto 
escrito no quadro. Resolução de 
situações-problemas de temática 
trabalhada.  Correção das 
atividades no quadro. Vídeo aula 
com Datashow  ou TV.
Participação nas aulas e atividades; 
Lista de exercícios; aferir a capacidade 
de compreensão do conteúdo por meio 
de atividades.

Conteúdos Planejados
Composição: Ensino Médio Concomitante Intercomplementar à Educação Profissional - Técnico em Desenvolvimento em Web e Cibersegurança     
Serie: 1ª Série
Turma: 1A - 20246
Turno: Matutino
Professor: MARCELO
Escola: CENTRO DE ENSINO EM PERÍODO INTEGRAL PROFESSOR JOAQUIM CARVALHO FERREIRA
Disciplina: MATEMÁTICA
Aula
Expectativas de Aprendizagem
Conteúdos
Metodologia
Avaliação"
2024,1,matematica,5 MAR,"5 MAR OBJETIVOS DE APRENDIZAGEM 
DO DC-GOEM - (GO-
EMMAT501A) Compreender o 
conceito de função polinomial do 1º
grau, identificando a relação entre 
duas variáveis apresentadas em
textos de origem socioeconômicas 
e/ou de natureza técnico ou
científica, entre outros para resolver 
situações problemas do cotidiano.
OBJETOS DE CONHECIMENTO
DO DC-GOEM - Funções
polinomiais do 1º
grau (função afim,
função linear,
função constante,
função identidade)
Aula expositiva e produção de texto 
individual sobre o conteúdo 
proposto. Levantamento dos pontos 
chaves sobre o tema proposto 
escrito no quadro. Resolução de 
situações-problemas de temática 
trabalhada.  Correção das 
atividades no quadro. Vídeo aula 
com Datashow  ou TV.
Participação nas aulas e atividades; 
Lista de exercícios; aferir a capacidade 
de compreensão do conteúdo por meio 
de atividades."
2024,1,matematica,6 FEV,"6 FEV
OBJETIVOS DE APRENDIZAGEM 
DO DC-GOEM - (GO-
EMMAT101A) Interpretar dados e 
informações (econômicas,
sociais e fatos relativos às Ciências 
da Natureza) que envolvam a
variação entre grandezas, 
pesquisando e analisando gráficos
(funções e/ou taxas de variação) 
para avaliar situações gerais
relativas ao cotidiano.
; OBJETIVOS DE 
APRENDIZAGEM DO DC-GOEM - 
(GO-EMMAT101B) Resolver 
situações problemas que envolvam 
a
matemática (econômicos, sociais e 
fatos relativos às Ciências da
Natureza), sintetizando 
conhecimentos, situações 
apresentadas
em jornais, revistas, sites de notícia 
etc. para modelar/propor
soluções/alternativas relacionadas 
com as políticas e estratégias
sociais direitos sociais, riscos, 
contingências e necessidades.
OBJETOS DE CONHECIMENTO
DO DC-GOEM - Funções: 
interpretação
de gráficos e de
expressões algébricas.
Aula expositiva e produção de texto 
individual sobre o conteúdo 
proposto. Levantamento dos pontos 
chaves sobre o tema proposto 
escrito no quadro. Resolução de 
situações-problemas de temática 
trabalhada.  Correção das 
atividades no quadro. Vídeo aula 
com Datashow  ou TV.
Teoria de conjuntos.
Participação nas aula e atividades; Lista 
de exercícios; Aferir a capacidade de 
compreensão do conteúdo por meio de 
atividades.

Conteúdos Planejados
Composição: Ensino Médio Concomitante Intercomplementar à Educação Profissional - Técnico em Desenvolvimento em Web e Cibersegurança     
Serie: 1ª Série
Turma: 1A - 20246
Turno: Matutino
Professor: MARCELO
Escola: CENTRO DE ENSINO EM PERÍODO INTEGRAL PROFESSOR JOAQUIM CARVALHO FERREIRA
Disciplina: MATEMÁTICA
Aula
Expectativas de Aprendizagem
Conteúdos
Metodologia
Avaliação"
2024,1,matematica,7 FEV,"7 FEV
OBJETIVOS DE APRENDIZAGEM 
DO DC-GOEM - (GO-
EMMAT101A) Interpretar dados e 
informações (econômicas,
sociais e fatos relativos às Ciências 
da Natureza) que envolvam a
variação entre grandezas, 
pesquisando e analisando gráficos
(funções e/ou taxas de variação) 
para avaliar situações gerais
relativas ao cotidiano.
OBJETOS DE CONHECIMENTO
DO DC-GOEM - Funções: 
interpretação
de gráficos e de
expressões algébricas.
Aula expositiva e produção de texto 
individual sobre o conteúdo 
proposto. Levantamento dos pontos 
chaves sobre o tema proposto 
escrito no quadro. Resolução de 
situações-problemas de temática 
trabalhada.  Correção das 
atividades no quadro. Vídeo aula 
com Datashow  ou TV.
Teoria de conjuntos.
Participação nas aula e atividades; Lista 
de exercícios; Aferir a capacidade de 
compreensão do conteúdo por meio de 
atividades.

Conteúdos Planejados
Composição: Ensino Médio Concomitante Intercomplementar à Educação Profissional - Técnico em Desenvolvimento em Web e Cibersegurança     
Serie: 1ª Série
Turma: 1A - 20246
Turno: Matutino
Professor: MARCELO
Escola: CENTRO DE ENSINO EM PERÍODO INTEGRAL PROFESSOR JOAQUIM CARVALHO FERREIRA
Disciplina: MATEMÁTICA
Aula
Expectativas de Aprendizagem
Conteúdos
Metodologia
Avaliação"
2024,1,matematica,8 FEV,"8 FEV
OBJETIVOS DE APRENDIZAGEM 
DO DC-GOEM - (GO-
EMMAT101A) Interpretar dados e 
informações (econômicas,
sociais e fatos relativos às Ciências 
da Natureza) que envolvam a
variação entre grandezas, 
pesquisando e analisando gráficos
(funções e/ou taxas de variação) 
para avaliar situações gerais
relativas ao cotidiano.
; OBJETIVOS DE 
APRENDIZAGEM DO DC-GOEM - 
(GO-EMMAT101B) Resolver 
situações problemas que envolvam 
a
matemática (econômicos, sociais e 
fatos relativos às Ciências da
Natureza), sintetizando 
conhecimentos, situações 
apresentadas
em jornais, revistas, sites de notícia 
etc. para modelar/propor
soluções/alternativas relacionadas 
com as políticas e estratégias
sociais direitos sociais, riscos, 
contingências e necessidades.
OBJETOS DE CONHECIMENTO
DO DC-GOEM - Funções: 
interpretação
de gráficos e de
expressões algébricas.
Aula expositiva e produção de texto 
individual sobre o conteúdo 
proposto. Levantamento dos pontos 
chaves sobre o tema proposto 
escrito no quadro. Resolução de 
situações-problemas de temática 
trabalhada.  Correção das 
atividades no quadro. Vídeo aula 
com Datashow  ou TV.
Teoria de conjuntos.
Participação nas aula e atividades; Lista 
de exercícios; Aferir a capacidade de 
compreensão do conteúdo por meio de 
atividades.

Conteúdos Planejados
Composição: Ensino Médio Concomitante Intercomplementar à Educação Profissional - Técnico em Desenvolvimento em Web e Cibersegurança     
Serie: 1ª Série
Turma: 1A - 20246
Turno: Matutino
Professor: MARCELO
Escola: CENTRO DE ENSINO EM PERÍODO INTEGRAL PROFESSOR JOAQUIM CARVALHO FERREIRA
Disciplina: MATEMÁTICA
Aula
Expectativas de Aprendizagem
Conteúdos
Metodologia
Avaliação"
2024,1,matematica,9 FEV,"9 FEV
OBJETIVOS DE APRENDIZAGEM 
DO DC-GOEM - (GO-
EMMAT101A) Interpretar dados e 
informações (econômicas,
sociais e fatos relativos às Ciências 
da Natureza) que envolvam a
variação entre grandezas, 
pesquisando e analisando gráficos
(funções e/ou taxas de variação) 
para avaliar situações gerais
relativas ao cotidiano.
OBJETOS DE CONHECIMENTO
DO DC-GOEM - Funções: 
interpretação
de gráficos e de
expressões algébricas.
Aula expositiva e produção de texto 
individual sobre o conteúdo 
proposto. Levantamento dos pontos 
chaves sobre o tema proposto 
escrito no quadro. Resolução de 
situações-problemas de temática 
trabalhada.  Correção das 
atividades no quadro. Vídeo aula 
com Datashow  ou TV.
Teoria de conjuntos.
Participação nas aula e atividades; Lista 
de exercícios; Aferir a capacidade de 
compreensão do conteúdo por meio de 
atividades.

Conteúdos Planejados
Composição: Ensino Médio Concomitante Intercomplementar à Educação Profissional - Técnico em Desenvolvimento em Web e Cibersegurança     
Serie: 1ª Série
Turma: 1A - 20246
Turno: Matutino
Professor: MARCELO
Escola: CENTRO DE ENSINO EM PERÍODO INTEGRAL PROFESSOR JOAQUIM CARVALHO FERREIRA
Disciplina: MATEMÁTICA
Aula
Expectativas de Aprendizagem
Conteúdos
Metodologia
Avaliação"
